countrycode,seriescode,year,description
NPL_Western_NP.WE_2156_NPL005,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
SSD,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Central_Equatoria_SS.CE_2748_SSD001,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Eastern_Equatoria_SS.EE_2750_SSD002,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_El_Buheyrat_SS.BU_2746_SSD003,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Jonglei_SS.JO_2751_SSD004,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Northern_Bahr_El_Ghazal_SS.NB_2754_SSD005,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Unity_SS.UI_2747_SSD006,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Upper_Nile_SS.UN_37021_SSD007,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Western_Bahr_El_Ghazal_SS.WB_2766_SSD009,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
SSD_Western_Equatoria_SS.WE_2768_SSD010,SI.POV.NAHC,YR2009,"Source: Poverty in Southern Sudan - Estimates from NBHS 2009, SSCCSE March 2010"
MDA,SI.POV.NAHC,YR2011,Source: Poverty Report - Republic of Moldova - Ministry of Economy of the Republic of Moldova
MDA_Centru_AGG116,SI.POV.NAHC,YR2011,Source: Poverty Report - Republic of Moldova - Ministry of Economy of the Republic of Moldova
MDA_Chisinau_MD.CH_2095.7_MDA009,SI.POV.NAHC,YR2011,Source: Poverty Report - Republic of Moldova - Ministry of Economy of the Republic of Moldova
MDA_Nord_AGG113,SI.POV.NAHC,YR2011,Source: Poverty Report - Republic of Moldova - Ministry of Economy of the Republic of Moldova
MDA_Sud_AGG114,SI.POV.NAHC,YR2011,Source: Poverty Report - Republic of Moldova - Ministry of Economy of the Republic of Moldova
LBN,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Beirut_LB.BY_1798_LBN002,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Beqaa_LB.BE_1797_LBN001,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Liban_Nord_LB.LN_1799_LBN003,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Liban_Sud_LB.SU_1800_LBN004,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Mont_Liban_LB.ML_1801_LBN005,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
LBN_Nabatieh_LB.NA_1802_LBN006,SI.POV.NAHC,YR2005,"Source: Poverty, Growth and
Income Distribution
in Lebanon, UNDP, August 2008"
IND,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Andaman_and_Nicobar_IN.AN_1484_IND001,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Andhra_Pradesh_IN.AP_1485_IND002,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Arunachal_Pradesh_IN.AR_70072_IND003,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Assam_IN.AS_1487_IND004,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Bihar_IN.BR_70073_IND037,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Chandigarh_IN.CH_70074_IND006,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Chhattisgarh_IN.CT_70075_IND033,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Dadra_Nagar_Haveli_IN.DN_70076_IND007,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Daman_Diu_IN.DD_70077_IND008,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Delhi_IN.DL_1489_IND009,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Goa_IN.GA_1490_IND010,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Gujarat_IN.GJ_1491_IND011,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Haryana_IN.HR_1492_IND012,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Himachal_Pradesh_IN.HP_1493_IND013,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Jammu_Kashmir_IN.JK_75200_IND014,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Jharkhand_IN.JH_70078_IND038,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Karnataka_IN.KA_1494_IND015,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Kerala_IN.KL_1495_IND016,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Lakshadweep_IN.LD_1496_IND017,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Madhya_Pradesh_IN.MP_70079_IND018,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Maharashtra_IN.MH_1498_IND019,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Manipur_IN.MN_1500_IND020,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Meghalaya_IN.ML_1501_IND021,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Mizoram_IN.MZ_1502_IND022,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Nagaland_IN.NL_1503_IND023,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Orissa_IN.OR_1504_IND024,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Puducherry_IN.PU_70080_IND025,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Punjab_IN.PB_1505_IND026,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Rajasthan_IN.RJ_1506_IND027,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Sikkim_IN.SK_1507_IND028,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Tamil_Nadu_IN.TN_1508_IND029,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Tripura_IN.TR_1509_IND030,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Uttar_Pradesh_IN.UP_70081_IND035,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_Uttarakhand_IN.UT_70082_IND031,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
IND_West_Bengal_IN.WB_1511_IND032,SI.POV.NAHC,YR2010,"Source: Press Note on Poverty Estimates, 2009-10, Government of India Planning Commission, March 2012"
EGY_Upper_AGG088,SI.POV.URHC,YR2005,"Source: Repor t No. 39885 – EG Arab Republic of Egypt POVERTY ASSESSMENT UPDATE (In Two Volumes) Volume I: Main Report, 16 September 2007"
EGY_Lower_AGG088,SI.POV.URHC,YR2005,"Source: Repor t No. 39885 – EG Arab Republic of Egypt POVERTY ASSESSMENT UPDATE (In Two Volumes) Volume I: Main Report, 16 September 2007"
EGY,SI.POV.NAHC,YR2005,"Source: Repor t No. 39885 – EG Arab Republic of Egypt POVERTY ASSESSMENT UPDATE (In Two Volumes) Volume I: Main Report, 16 September 2007"
EGY_Metropolitan_AGG094,SI.POV.URHC,YR2005,"Source: Repor t No. 39885 – EG Arab Republic of Egypt POVERTY ASSESSMENT UPDATE (In Two Volumes) Volume I: Main Report, 16 September 2007"
EGY_Upper_AGG088,SI.POV.RUHC,YR2005,"Source: Repor t No. 39885 – EG Arab Republic of Egypt POVERTY ASSESSMENT UPDATE (In Two Volumes) Volume I: Main Report, 16 September 2007"
ZAR,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Bandundu_ZR.BN_1066_ZAR001,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Bas-Congo_ZR.BC_1067_ZAR002,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Equateur_ZR.EQ_1068_ZAR003,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Kasai-Occidental_ZR.KO_1069_ZAR004,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Kasai-Oriental_ZR.KA_1070_ZAR005,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Katanga_ZR.KT_1071_ZAR006,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Kinshasa_ZR.KN_1072_ZAR007,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Maniema_ZR.MA_1073_ZAR008,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Nord-Kivu_ZR.NK_1074_ZAR009,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Province_Orientale_ZR.PO_1075_ZAR010,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
ZAR_Sud-Kivu_ZR.SK_1076_ZAR011,SI.POV.NAHC,YR2005,"Source: Report No 42167-ZR Congo, Dem. Rep. Public Expenditure Review (PER), March 2008"
EGY_Upper_AGG088,SI.POV.URHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY_Upper_AGG088,SI.POV.RUHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY_Lower_AGG088,SI.POV.RUHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY_Lower_AGG088,SI.POV.RUHC,YR2005,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY_Lower_AGG088,SI.POV.URHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY_Metropolitan_AGG094,SI.POV.URHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
EGY,SI.POV.NAHC,YR2000,"Source: Report No. 24234-EGT Arab Republic of Egypt Poverty Reduction in Egypt, Diagnosis and Strategy (In Two Volumes) Volume 1: Main Report, 29 June 2002"
TJK,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
TJK_Dushanbe_TJ.DU_2847.8_TJK005,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
TJK_GBAO_TJ.GB_2847.9_TJK006,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
TJK_Khatlon_TJ.KL_2848_TKJ002,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
TJK_RSS_TJ.RS_2847_10_TAJ007,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
TJK_Sogd_TJ.LE_2849_TJK003,SI.POV.NAHC,YR2009,"Source: Report No. 56593-TJ Republic of Tajikistan Delivering Social Assistance to the Poorest Households, April 2011"
KGZ,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Batken_KG.BA_1746_KGZ001,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Bishkek_City_KG.BI_1746.55_KGZ004,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Chui_18596,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Issyk-kul_KG.YK_1752_KGZ008,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Naryn_KG.NA_1749_KGZ005,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
KGZ_Talas_KG.TL_1751_KGZ007,SI.POV.NAHC,YR2009,"Source: Report No. 65068 The Kyrgyz Republic
Profile and Dynamics of Poverty and Inequality, 2009, 3 October, 2011"
CMR,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Adamaoua_CM.AD_815_CMR001,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Adamaoua_CM.AD_815_CMR001,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Centre_CM.CE_816_CMR002,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Centre_CM.CE_816_CMR002,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Est_CM.ES_817_CMR003,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Est_CM.ES_817_CMR003,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Extreme-Nord_CM.EN_818_CMR004,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Extreme-Nord_CM.EN_818_CMR004,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Littoral_CM.LI_819_CMR008,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Littoral_CM.LI_819_CMR008,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Nord-Ouest_CM.NW_821_CMR007,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Nord-Ouest_CM.NW_821_CMR007,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Nord_CM.NO_820_CMR006,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Nord_CM.NO_820_CMR006,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Ouest_CM.OU_822_CMR005,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Ouest_CM.OU_822_CMR005,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Sud-Ouest_CM.SW_824_CMR010,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Sud-Ouest_CM.SW_824_CMR010,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Sud_CM.SU_823_CMR009,SI.POV.NAHC,YR2001,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
CMR_Sud_CM.SU_823_CMR009,SI.POV.NAHC,YR2007,"Source: Report No. 70530-CM Cameroon Social Safety Nets, 28 June, 2012"
GIN,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Boke_GN.BO_40700_GIN001,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Boke_GN.BO_40700_GIN001,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Conakry_GN.CO_40701_GIN002,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Conakry_GN.CO_40701_GIN002,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Faranah_GN.FA_40702_GIN003,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Faranah_GN.FA_40702_GIN003,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Kankan_GN.KA_40703_GIN004,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Kankan_GN.KA_40703_GIN004,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Kindia_GN.KI_40704_GIN005,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Kindia_GN.KI_40704_GIN005,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Labe_GN.LA_40705_GIN006,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Labe_GN.LA_40705_GIN006,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Mamou_GN.MA_40706_GIN007,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_Mamou_GN.MA_40706_GIN007,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_N_Zerekore_GN.ZE_40707_GIN008,SI.POV.NAHC,YR2007,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
GIN_N_Zerekore_GN.ZE_40707_GIN008,SI.POV.NAHC,YR2012,"Source: Report No. 77641-GN REPUBLIC OF GUINEA JOINT IDA-IMF STAFF ADVISORY NOTE ON THE POVERTY REDUCTION STRATEGY PAPER, April 2013"
BGD,SI.POV.NAHC,YR2000,"Source: Report No. 78559 Bangladesh Poverty Assessment - Assessing a decade of progress in reducing poverty 2000-2010, June 2013."
